baseline_probability,moderate_stress_probability,severe_stress_probability,actual_default
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.18269230769230765,0.21289008241503843,0.2585484996510816,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.1471861471861472,0.1727555219618712,0.21212605983042715,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.2875,0.32806790050689616,0.3863049095607235,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,1.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.169908466819222,0.19850638267315526,0.242028500982072,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.169908466819222,0.19850638267315526,0.242028500982072,1.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.169908466819222,0.19850638267315526,0.242028500982072,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.03125,0.03756597330021733,0.04791154791154791,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,1.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.1471861471861472,0.1727555219618712,0.21212605983042715,0.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.07830687830687831,0.09321839798446709,0.11702688455455985,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.041666666666666664,0.04997934737711691,0.06351791530944625,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,1.0
0.1471861471861472,0.1727555219618712,0.21212605983042715,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.18269230769230765,0.21289008241503843,0.2585484996510816,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.21285140562248997,0.24653058086341445,0.2966843691689393,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.3026315789473684,0.34430285784980824,0.4036903690369037,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.18269230769230765,0.21289008241503843,0.2585484996510816,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,1.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,1.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.4960725075528701,0.5436163750882397,0.6056290075469557,1.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.01762632197414806,0.021249195106245976,0.027228298813125437,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.01762632197414806,0.021249195106245976,0.027228298813125437,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.0404932693613037,0.048583720057972346,0.06176881626710346,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,1.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.07830687830687831,0.09321839798446709,0.11702688455455985,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.4960725075528701,0.5436163750882397,0.6056290075469557,0.0
0.11290322580645161,0.13344887348353554,0.16565533980582522,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09090909090909091,0.10793933987511153,0.13494809688581316,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,1.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,1.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.07830687830687831,0.09321839798446709,0.11702688455455985,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.03289473684210527,0.03952956550147012,0.05038759689922481,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.07830687830687831,0.09321839798446709,0.11702688455455985,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.041666666666666664,0.04997934737711691,0.06351791530944625,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.3327205882352941,0.3762993762993763,0.4375232428412049,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.07830687830687831,0.09321839798446709,0.11702688455455985,0.0
0.041666666666666664,0.04997934737711691,0.06351791530944625,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.2586490939044481,0.2968420394706002,0.3524434467276809,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,1.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.18269230769230765,0.21289008241503843,0.2585484996510816,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.169908466819222,0.19850638267315526,0.242028500982072,1.0
0.18269230769230765,0.21289008241503843,0.2585484996510816,0.0
0.01762632197414806,0.021249195106245976,0.027228298813125437,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,1.0
0.01762632197414806,0.021249195106245976,0.027228298813125437,0.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.4960725075528701,0.5436163750882397,0.6056290075469557,1.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,1.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,1.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.18269230769230765,0.21289008241503843,0.2585484996510816,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.1471861471861472,0.1727555219618712,0.21212605983042715,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.2586490939044481,0.2968420394706002,0.3524434467276809,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.22661961179732792,0.2617528797172138,0.31371408630917763,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,1.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,1.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,1.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.30736842105263157,0.3493651860934225,0.4090811121488613,0.0
0.08953341740226985,0.10633610179351662,0.13300350641241174,0.0
0.07259672915835659,0.08652297247389225,0.10882664090888183,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
0.3327205882352941,0.3762993762993763,0.4375232428412049,0.0
0.040262172284644196,0.04830877505733361,0.061424071496593666,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.01762632197414806,0.021249195106245976,0.027228298813125437,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.08408752434414024,0.09998041233167552,0.1252773510838027,0.0
0.05081381500595474,0.0608355460587302,0.07707628885080366,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,0.0
0.09293914137442996,0.11030354258989901,0.13781248318375597,1.0
0.09012617664730622,0.10702702702702704,0.1338417540514776,0.0
0.13391662951404368,0.157606825005434,0.19433603875232766,0.0
